epoch,acc,loss,val_acc,val_loss
0,0.4605682,1.3097220147739757,0.5427273,0.9753326188434254
1,0.64840907,0.8056806834177538,0.68636364,0.6741631813482805
2,0.7031818,0.6505610031431371,0.7381818,0.6058773704008623
3,0.73988634,0.5647048917683688,0.75954545,0.5358435550603
4,0.7656818,0.5151653243736787,0.725,0.5772770533778451
5,0.7778409,0.4738816811279817,0.76681817,0.4821138714660298
6,0.79556817,0.42598295932466335,0.77363634,0.49847565591335297
7,0.80875,0.3943078224767338,0.78909093,0.45043123440309
8,0.81636363,0.376991398117759,0.8118182,0.40924577951431274
9,0.8322727,0.34152342259883883,0.7827273,0.44625141794031314
10,0.8353409,0.3189512222463434,0.795,0.4436885433847254
11,0.84909093,0.30089363006028264,0.7945455,0.4567223884842613
12,0.8468182,0.30581068550998514,0.7918182,0.4692561605843631
13,0.86238635,0.27812214780937544,0.80136365,0.4839692764932459
14,0.86329544,0.2674603043632074,0.81636363,0.433312935070558
15,0.87227273,0.25697256237268445,0.8309091,0.42389475562355733
16,0.8759091,0.24828167541460558,0.81863636,0.4442902264811776
17,0.88363636,0.23347787006334825,0.81454545,0.4357146382331848
18,0.8855682,0.23091543660922484,0.8231818,0.42012600259347394
19,0.8903409,0.22756037389690226,0.8140909,0.48219501354477623
20,0.9055682,0.19692815615372225,0.80727273,0.5303597844730724
21,0.9145455,0.1888263141702522,0.8209091,0.4899855130369013
22,0.9176136,0.18241590768776156,0.8127273,0.4943336430462924
23,0.92329544,0.17690537827936087,0.8263636,0.5084998686747118
24,0.93886364,0.1427681800384413,0.7927273,0.6943316338279031
