epoch,acc,loss,val_acc,val_loss
0,0.4178409,1.4542289532314647,0.5813636,0.9119557378508828
1,0.67125,0.7252095697142861,0.70454544,0.6002226226980036
2,0.73,0.5739526182954962,0.74363637,0.528187660520727
3,0.7655682,0.5087884563207626,0.78909093,0.47150506756522437
4,0.7844318,0.44227406111630524,0.7990909,0.4164771171049638
5,0.79988635,0.39986293483864177,0.8127273,0.36691169608723034
6,0.81704545,0.36487786000425165,0.8109091,0.38858113158832897
7,0.82511365,0.34136531195857306,0.7936364,0.38635474074970594
8,0.8298864,0.3371507931839336,0.8381818,0.3420103885910728
9,0.8353409,0.3157052424820987,0.8122727,0.3615388898415999
10,0.84897727,0.29061438105323095,0.84,0.3463107288967479
11,0.8518182,0.2814427489042282,0.84409094,0.34697770855643534
12,0.85795456,0.2648458691076799,0.84090906,0.3312080040845004
13,0.8610227,0.26061859145760535,0.8322727,0.3587355774099177
14,0.8706818,0.2527990597215566,0.83272725,0.3396488194032149
15,0.8780682,0.22839141897179863,0.8431818,0.3491200813380155
16,0.8780682,0.2390250866115093,0.8313636,0.38983795469457455
17,0.8839773,0.22223199382424355,0.81636363,0.4191254275495356
18,0.8855682,0.22658641785383224,0.8445455,0.3490349782596935
19,0.9014773,0.19884013845161957,0.8340909,0.3629929086295041
20,0.9047727,0.1946942656419494,0.825,0.3868063112822446
21,0.90897727,0.183300205509771,0.82772726,0.40810914147983895
22,0.9145455,0.1796956039016897,0.79954547,0.4920355415344238
23,0.9146591,0.18727788109670987,0.83454543,0.42246243390170013
24,0.92988634,0.15760316754606638,0.8354545,0.41906659603118895
