epoch,acc,loss,val_acc,val_loss
0,0.42670456,1.4047396688027816,0.62,0.9144232067194852
1,0.6331818,0.8343329975821755,0.6604546,0.7460570974783464
2,0.67238635,0.74945018584078,0.6736364,0.7132124252752824
3,0.69443184,0.681694310578433,0.6859091,0.6956977781382474
4,0.7293182,0.5997276778654619,0.7140909,0.6322945742173628
5,0.75943184,0.5466714799404144,0.72818184,0.6160607500509783
6,0.7797727,0.4966787895831195,0.74954545,0.5728675111857328
7,0.8,0.4436344503814524,0.73545456,0.5988919641754844
8,0.8155682,0.421048030203039,0.7468182,0.6233106225187128
9,0.84818184,0.33775516710498116,0.73636365,0.6386861562728882
10,0.8640909,0.31077915706417775,0.7509091,0.5967237622087652
11,0.8690909,0.3001089242642576,0.7031818,0.7438485037196766
12,0.87761366,0.2899489453434944,0.75454545,0.6924536200003191
13,0.9044318,0.23658694699406624,0.7468182,0.7731609944863753
14,0.9086364,0.21939995899796486,0.75772727,0.7727277796918696
15,0.91375,0.2131655913862315,0.7409091,0.8058987838571722
16,0.93227273,0.17532473291863096,0.6981818,1.1167501085454767
17,0.94852275,0.13575628641654144,0.73136365,1.0311103257265959
18,0.95,0.1266179876334288,0.6768182,1.3582396034760909
19,0.9575,0.1227381864969026,0.73454547,1.113831704746593
20,0.9710227,0.08701069501482628,0.73545456,1.244715260592374
21,0.9631818,0.10497020866383205,0.7340909,1.4186268199573864
22,0.9818182,0.054849991912699556,0.7218182,1.7273722895708952
23,0.9605682,0.11356689435514537,0.7277273,1.7261426162719726
24,0.9729546,0.08947149104523387,0.73227274,1.4978218416734175
