epoch,acc,loss,val_acc,val_loss
0,0.09011364,2.398405922976407,0.08227273,2.3984516005082566
1,0.08738636,2.3980687427520753,0.08227273,2.3986614322662354
2,0.092954546,2.398128115914085,0.10181818,2.3961887749758635
3,0.15659091,2.260068978829817,0.16272727,2.2491049567135897
4,0.20443182,2.1811308813095094,0.16863637,2.2458745670318603
5,0.24329546,2.105089921951294,0.15954545,2.3136688778617165
6,0.32340908,1.9268764716928655,0.15363637,2.4631524068659
7,0.45363638,1.5862966996973211,0.13727273,2.7951790419491855
8,0.6086364,1.1593005817586726,0.14363636,3.5317987979542127
9,0.75761366,0.7263167427886617,0.14954546,4.8053913775357335
10,0.8768182,0.37675648868083955,0.13772728,6.4485739759965375
11,0.93,0.20594910738143055,0.1359091,9.336725907759233
12,0.9507955,0.1463179110126062,0.14590909,10.312143128134988
13,0.9615909,0.12472939073700796,0.13636364,11.356342776905407
14,0.97068185,0.09326486619104717,0.14954546,12.607081343910911
15,0.9680682,0.10281451649963856,0.14681818,13.154313642328436
16,0.97238636,0.0809518643074923,0.14045455,12.954317852367055
17,0.97511363,0.07897982401604002,0.14909092,13.532376091697
18,0.98068184,0.06138324092692611,0.14636363,13.558976384943183
19,0.9876136,0.03652778721964833,0.14590909,15.070461751764471
20,0.9825,0.05268701303972524,0.14181818,15.03530061895197
21,0.9752273,0.07552206496369432,0.13636364,14.967230144847523
22,0.9809091,0.06098125259434296,0.14590909,14.682455336830833
23,0.9821591,0.05781457118499516,0.14863637,14.641430761163885
24,0.98988634,0.03568507241847163,0.1509091,14.868036284013227
