epoch,acc,loss,val_acc,val_loss
0,0.08681818,2.398701999837702,0.083636366,2.3981666296178643
1,0.089431815,2.3981052754142067,0.083636366,2.3983270567113704
2,0.089431815,2.398052379434759,0.083636366,2.398295953057029
3,0.089090906,2.398106353933161,0.083636366,2.39834452715787
4,0.09,2.398075306632302,0.083636366,2.398474610935558
5,0.08556818,2.398089756532149,0.083636366,2.3984739381616764
6,0.086363636,2.3980574417114258,0.083636366,2.3984897786920722
7,0.09193182,2.398047051863237,0.083636366,2.39846511407332
8,0.09215909,2.398074608716098,0.08409091,2.398494955409657
9,0.089431815,2.398070992556485,0.08409091,2.3985940751162445
10,0.08897727,2.398057696602561,0.083636366,2.3985093177448618
11,0.09193182,2.398081817626953,0.083636366,2.3984895732186056
12,0.09272727,2.398083607933738,0.083636366,2.398510058142922
13,0.09045455,2.39806676864624,0.083636366,2.398521146774292
14,0.09170455,2.3980363525043833,0.083636366,2.3984493272954768
15,0.08659091,2.398095926804976,0.08409091,2.398450850573453
16,0.08715909,2.3980769807642157,0.08409091,2.398404411836104
17,0.08875,2.3980684653195468,0.083636366,2.3984667804024435
18,0.09181818,2.39808406049555,0.08409091,2.398532786802812
19,0.08659091,2.3980557892539283,0.083636366,2.3985206430608574
20,0.08954545,2.398087867390026,0.08409091,2.398491851633245
21,0.09125,2.39806263663552,0.08409091,2.3985673548958517
22,0.092045456,2.3980785265835847,0.08409091,2.3984971462596545
23,0.091477275,2.3980971362374044,0.08409091,2.398621355403553
24,0.088522725,2.398061205257069,0.083636366,2.3985924790122293
