epoch,acc,loss,val_acc,val_loss
0,0.24272728,1.975409994992343,0.27272728,1.8694729154760188
1,0.29272726,1.8357304338975386,0.28681818,1.8455234588276257
2,0.31272727,1.794640564918518,0.295,1.8568460941314697
3,0.34238636,1.7574442568692294,0.28545454,1.8545968567241322
4,0.37375,1.699637993032282,0.2759091,1.9531229695406827
5,0.4194318,1.5909251135045832,0.27454546,1.9965932039781051
6,0.49011365,1.427995247624137,0.265,2.1654888820648193
7,0.5809091,1.1874533304301176,0.26818183,2.476694510199807
8,0.6835227,0.912310725775632,0.26727274,2.930396663492376
9,0.78886366,0.6217684232104909,0.26045454,3.8859989799152723
10,0.8642045,0.3973347222127698,0.25727272,4.737532187375155
11,0.9153409,0.2626636757633903,0.2581818,6.322056267478249
12,0.94045454,0.1967557597837665,0.25136364,7.348950973857533
13,0.9488636,0.16670998666774142,0.2509091,6.490879558216442
14,0.9735227,0.08640760644931685,0.2581818,8.76243426062844
15,0.98875,0.04121404452122409,0.25,10.229479505365545
16,0.9594318,0.1478449528105557,0.25045455,8.853761001933705
17,0.975,0.08290191242556003,0.24863636,9.459458576549183
18,0.9718182,0.08969644515182484,0.2631818,8.81295936757868
19,0.9745455,0.07981746812012386,0.26136363,9.895760889920322
20,0.97397727,0.07873149843590165,0.24954545,9.547633351412687
21,0.9906818,0.03239363565839912,0.255,11.191032458218661
22,0.9902273,0.02961226773638786,0.255,11.827404403686524
23,0.9734091,0.09105116853278808,0.2459091,10.122941310188986
24,0.9695455,0.09549562951465222,0.24727273,9.865212388472123
