epoch,acc,loss,val_acc,val_loss
0,0.43079546,1.4279541619257494,0.6554545,0.7098800279877403
1,0.6869318,0.663940287286585,0.715,0.6137518098137595
2,0.7165909,0.5923878567327152,0.7540909,0.5359469614245674
3,0.7451136,0.5433068369735371,0.7581818,0.5332051807100122
4,0.7525,0.5162060356140137,0.7790909,0.47177200198173525
5,0.7829546,0.4638689376007427,0.775,0.49815600872039795
6,0.795,0.42335510351441125,0.7690909,0.43370489337227563
7,0.81113636,0.3764161173863844,0.8159091,0.37183480273593555
8,0.8338636,0.3349012804031372,0.80954546,0.35822622028264134
9,0.8389773,0.3132555428418246,0.8240909,0.39985420021143825
10,0.84363633,0.2981369110400027,0.8309091,0.3486949849128723
11,0.85238636,0.2839914002743634,0.83,0.3913900016654622
12,0.8543182,0.27251232171600515,0.83454543,0.36338827339085666
13,0.86886364,0.25462011778896504,0.82454544,0.35599489721384914
14,0.86579543,0.24742022731087424,0.7945455,0.38316879044879565
15,0.87295455,0.2371463402022015,0.84818184,0.36295111287723886
16,0.87784094,0.22638239172371952,0.8309091,0.35770267085595564
17,0.8665909,0.25914025924422524,0.8059091,0.39074939706108786
18,0.88454545,0.22130287971008908,0.8313636,0.3914234109358354
19,0.89193183,0.20606453784487463,0.8240909,0.38609994259747593
20,0.8938636,0.2051589297977361,0.8313636,0.4134708350354975
21,0.89625,0.19816619545221328,0.8381818,0.42199319709431043
22,0.90352273,0.19862726478414103,0.8118182,0.5009250083836643
23,0.89931816,0.2068132399361242,0.83181816,0.408482924266295
24,0.9190909,0.1661973112686114,0.83363634,0.4416503861817447
