epoch,acc,loss,val_acc,val_loss
0,0.5005682,1.207645800113678,0.6381818,0.8906416017358953
1,0.6292046,0.8409325402433222,0.70454544,0.6772541616179726
2,0.6744318,0.7250466617670926,0.7204546,0.613839118047194
3,0.70193183,0.6670545144514604,0.7140909,0.6117823652787642
4,0.72579545,0.6081066509810361,0.7509091,0.57367403940721
5,0.7521591,0.5494260652498766,0.7381818,0.5356753193248402
6,0.7769318,0.48834148542447525,0.74863636,0.5624100222370841
7,0.7971591,0.4452497641606764,0.7781818,0.4899343315037814
8,0.80579543,0.406696409908208,0.78636366,0.4642190027236939
9,0.8193182,0.3747347774288871,0.7909091,0.44039747807112606
10,0.83363634,0.3425474475188689,0.7859091,0.44868723555044693
11,0.8431818,0.31469954829324376,0.8,0.4301027372750369
12,0.84647727,0.3016406162218614,0.7713636,0.5219586922905662
13,0.85636365,0.28618694844571024,0.7386364,0.6067853183096106
14,0.86045456,0.2763024957884442,0.77363634,0.504226216565479
15,0.86306816,0.2774436075308106,0.80636364,0.47001869971101934
16,0.87772727,0.2503154929388653,0.8031818,0.4958970874006098
17,0.8830682,0.23817123711109162,0.79818183,0.5441213497790424
18,0.89375,0.21708582557060502,0.7859091,0.5107964230667461
19,0.9014773,0.21430737522515383,0.8059091,0.5146001953970302
20,0.9102273,0.19747719698331573,0.8031818,0.6319257846745577
21,0.9193182,0.1957015663249926,0.79136366,0.6260237603837794
22,0.92545456,0.16574541029604997,0.78727275,0.6309478547356345
23,0.9459091,0.13481936234642158,0.7859091,0.733103638453917
24,0.9418182,0.14725872747938742,0.77590907,0.8843472656336697
