epoch,acc,loss,val_acc,val_loss
0,0.08340909,2.398433180722323,0.085,2.39833571954207
1,0.08772727,2.398045120239258,0.08090909,2.3985174655914308
2,0.08613636,2.3980431920831853,0.08090909,2.3987017995660955
3,0.09125,2.3980486340956255,0.08090909,2.3987087163058196
4,0.09340909,2.3980424577539616,0.08090909,2.3986974386735396
5,0.09284091,2.3980266085537996,0.08090909,2.398757508884777
6,0.09340909,2.3980361834439363,0.08090909,2.39882212638855
7,0.088522725,2.3980426718971946,0.08090909,2.398912562456998
8,0.091477275,2.3980280364643445,0.08090909,2.3989790613001043
9,0.09340909,2.39805267680775,0.08090909,2.398971011421897
10,0.09045455,2.39803897597573,0.08090909,2.398928995999423
11,0.09215909,2.3980336969549008,0.08090909,2.3989054731889206
12,0.08954545,2.3980501677773214,0.08090909,2.398944596377286
13,0.09340909,2.398008865876631,0.08090909,2.3988203768296676
14,0.09340909,2.3980170215259897,0.08090909,2.3988005716150456
15,0.09340909,2.398034606413408,0.08090909,2.3988584353707054
16,0.09125,2.3980098143490878,0.08090909,2.398917616930875
17,0.091477275,2.398031959533691,0.08090909,2.3988680744171145
18,0.091136366,2.398041029843417,0.08090909,2.398924962824041
19,0.08738636,2.3980073486674915,0.08090909,2.398956216465343
20,0.09340909,2.397990578738126,0.08090909,2.398953070207076
21,0.09340909,2.3980589173056863,0.08090909,2.3989487153833564
22,0.08954545,2.3980660967393357,0.08090909,2.3988826829736882
23,0.09340909,2.398005279194225,0.08090909,2.3988898719440805
24,0.088181816,2.3980230366099966,0.08090909,2.399015447443182
